iso3,economy,regulator,round_year,as_of_date,variable,value,status,confidence,source,note,coded_on
MLI,Mali,BCEAO,2011,2010-12-31,ib_legal_framework,0.0,verified,high,"BCEAO Instruction n°002-03-2018 du 21 mars 2018 relative aux dispositions particulieres applicables aux etablissements de credit exercant une activite de finance islamique. Art.20: entry into force on date of signature, 21.03.2018, Dakar, signed Tiemoko Meyliet Kone. Art.3: applies to all credit institutions in any UMOA member state. Art.4: two categories - exclusive Islamic credit institutions, and partial via a dedicated ""Branche islamique"" | bceao.int/sites/default/files/2018-05/Instruction 002-03-2018 dispositions particulieres FI applicables aux ETC-web.pdf","Full text verified. Regional instrument: identical value for all six UMOA economies. Companion texts: 003-03-2018 (SFD, same date), 004-05-2018 and 005-05-2018 (technical characteristics, 02.05.2018)",2026-08-16
MLI,Mali,BCEAO,2014,2013-12-31,ib_legal_framework,0.0,verified,high,"BCEAO Instruction n°002-03-2018 du 21 mars 2018 relative aux dispositions particulieres applicables aux etablissements de credit exercant une activite de finance islamique. Art.20: entry into force on date of signature, 21.03.2018, Dakar, signed Tiemoko Meyliet Kone. Art.3: applies to all credit institutions in any UMOA member state. Art.4: two categories - exclusive Islamic credit institutions, and partial via a dedicated ""Branche islamique"" | bceao.int/sites/default/files/2018-05/Instruction 002-03-2018 dispositions particulieres FI applicables aux ETC-web.pdf","Full text verified. Regional instrument: identical value for all six UMOA economies. Companion texts: 003-03-2018 (SFD, same date), 004-05-2018 and 005-05-2018 (technical characteristics, 02.05.2018)",2026-08-16
MLI,Mali,BCEAO,2017,2016-12-31,ib_legal_framework,0.0,verified,high,"BCEAO Instruction n°002-03-2018 du 21 mars 2018 relative aux dispositions particulieres applicables aux etablissements de credit exercant une activite de finance islamique. Art.20: entry into force on date of signature, 21.03.2018, Dakar, signed Tiemoko Meyliet Kone. Art.3: applies to all credit institutions in any UMOA member state. Art.4: two categories - exclusive Islamic credit institutions, and partial via a dedicated ""Branche islamique"" | bceao.int/sites/default/files/2018-05/Instruction 002-03-2018 dispositions particulieres FI applicables aux ETC-web.pdf","Full text verified. Regional instrument: identical value for all six UMOA economies. Companion texts: 003-03-2018 (SFD, same date), 004-05-2018 and 005-05-2018 (technical characteristics, 02.05.2018)",2026-08-16
MLI,Mali,BCEAO,2021,2020-12-31,ib_legal_framework,1.0,verified,high,"BCEAO Instruction n°002-03-2018 du 21 mars 2018 relative aux dispositions particulieres applicables aux etablissements de credit exercant une activite de finance islamique. Art.20: entry into force on date of signature, 21.03.2018, Dakar, signed Tiemoko Meyliet Kone. Art.3: applies to all credit institutions in any UMOA member state. Art.4: two categories - exclusive Islamic credit institutions, and partial via a dedicated ""Branche islamique"" | bceao.int/sites/default/files/2018-05/Instruction 002-03-2018 dispositions particulieres FI applicables aux ETC-web.pdf","Full text verified. Regional instrument: identical value for all six UMOA economies. Companion texts: 003-03-2018 (SFD, same date), 004-05-2018 and 005-05-2018 (technical characteristics, 02.05.2018)",2026-08-16
MLI,Mali,BCEAO,2011,2010-12-31,ib_regime,0.0,verified,high,"No Islamic credit institution and no Islamic branch in the annexed list. Rapport annuel 2010 de la Commission Bancaire de l'UMOA, Annexe - liste des etablissements de credit | cb-umoa.org/sites/default/files/2022-01/Rapport%20Annuel%202010%20de%20la%20Commission%20Bancaire.pdf","The Branche islamique category did not exist in UMOA before Instruction 002-03-2018 of 21.03.2018, so a licence list is exhaustive at this reference date",2026-08-16
MLI,Mali,BCEAO,2014,2013-12-31,ib_regime,0.0,verified,high,"No Islamic credit institution and no Islamic branch in the annexed list. Rapport annuel 2013 de la Commission Bancaire de l'UMOA, Annexe | cb-umoa.org/sites/default/files/2025-02/Rapport%20Annuel%202013%20de%20la%20Commission%20Bancaire_compressed.pdf","The Branche islamique category did not exist in UMOA before Instruction 002-03-2018 of 21.03.2018, so a licence list is exhaustive at this reference date",2026-08-16
MLI,Mali,BCEAO,2017,2016-12-31,ib_regime,0.0,verified,high,"No Islamic credit institution and no Islamic branch in the annexed list. Rapport annuel 2016 de la Commission Bancaire de l'UMOA, Annexe II | cb-umoa.org/sites/default/files/2022-01/Rapport%20Annuel%202016%20de%20la%20Commission%20Bancaire.pdf","The Branche islamique category did not exist in UMOA before Instruction 002-03-2018 of 21.03.2018, so a licence list is exhaustive at this reference date",2026-08-16
MLI,Mali,BCEAO,2021,2020-12-31,ib_regime,0.0,verified,high,"No Islamic credit institution and no Islamic branch in the annexed list. Rapport annuel 2020 de la Commission Bancaire de l'UMOA, Annexe II.1.1 Liste des etablissements de credit | cb-umoa.org/sites/default/files/2022-01/Rapport%20annuel%202020%20de%20la%20Commission%20Bancaire.pdf","Exhaustive search of the 2020 report returns 9 occurrences of ""islamique"", all accounted for: BIS, BIN, Tamweel Africa Holding, two training seminars, and one generic mention of ""l'ouverture d'une branche islamique"" in the enumeration of operations subject to prior authorisation (Instruction 002-03-2018 Art.7). No Islamic branch was authorised in 2020: of 18 files handled, 4 were declarations of intent to open succursales and 14 were other requests",2026-08-16
MRT,Mauritania,BCM,2011,2010-12-31,ib_legal_framework,0.0,verified,high,"Loi n°2018-036 bis/PR du 16 aout 2018 portant reglementation des etablissements de credit, Titre 3 ""De la finance islamique"", Art.32-40 (Art.40 = guichets islamiques) | droit-afrique.com/uploads/Mauritanie-Loi-2018-36-reglementation-etablissements-credit.pdf. Predecessor Ordonnance n°2007-020: full text contains no Islamic banking provision | africa-laws.org","Amended by Loi n°2025-003 of 30.01.2025, after all reference dates",2026-08-16
MRT,Mauritania,BCM,2014,2013-12-31,ib_legal_framework,0.0,verified,high,"Loi n°2018-036 bis/PR du 16 aout 2018 portant reglementation des etablissements de credit, Titre 3 ""De la finance islamique"", Art.32-40 (Art.40 = guichets islamiques) | droit-afrique.com/uploads/Mauritanie-Loi-2018-36-reglementation-etablissements-credit.pdf. Predecessor Ordonnance n°2007-020: full text contains no Islamic banking provision | africa-laws.org","Amended by Loi n°2025-003 of 30.01.2025, after all reference dates",2026-08-16
MRT,Mauritania,BCM,2017,2016-12-31,ib_legal_framework,0.0,verified,high,"Loi n°2018-036 bis/PR du 16 aout 2018 portant reglementation des etablissements de credit, Titre 3 ""De la finance islamique"", Art.32-40 (Art.40 = guichets islamiques) | droit-afrique.com/uploads/Mauritanie-Loi-2018-36-reglementation-etablissements-credit.pdf. Predecessor Ordonnance n°2007-020: full text contains no Islamic banking provision | africa-laws.org","Amended by Loi n°2025-003 of 30.01.2025, after all reference dates",2026-08-16
MRT,Mauritania,BCM,2021,2020-12-31,ib_legal_framework,1.0,verified,high,"Loi n°2018-036 bis/PR du 16 aout 2018 portant reglementation des etablissements de credit, Titre 3 ""De la finance islamique"", Art.32-40 (Art.40 = guichets islamiques) | droit-afrique.com/uploads/Mauritanie-Loi-2018-36-reglementation-etablissements-credit.pdf. Predecessor Ordonnance n°2007-020: full text contains no Islamic banking provision | africa-laws.org","Amended by Loi n°2025-003 of 30.01.2025, after all reference dates",2026-08-16
MRT,Mauritania,BCM,2011,2010-12-31,ib_regime,2.0,verified,high,"Banque Al Wava Mauritanienne Islamique (BAMIS), created 21.09.1985 as Banque Al Baraka Mauritanienne Islamique | bamis.mr/historique.php ; LEI 254900DMQ38P9RITTE36 entity creation date 1985-09-21",Practice precedes framework by 33 years,2026-08-16
MRT,Mauritania,BCM,2014,2013-12-31,ib_regime,2.0,verified,high,"Banque Al Wava Mauritanienne Islamique (BAMIS), created 21.09.1985 as Banque Al Baraka Mauritanienne Islamique | bamis.mr/historique.php ; LEI 254900DMQ38P9RITTE36 entity creation date 1985-09-21",Practice precedes framework by 33 years,2026-08-16
MRT,Mauritania,BCM,2017,2016-12-31,ib_regime,2.0,verified,high,"Banque Al Wava Mauritanienne Islamique (BAMIS), created 21.09.1985 as Banque Al Baraka Mauritanienne Islamique | bamis.mr/historique.php ; LEI 254900DMQ38P9RITTE36 entity creation date 1985-09-21",Practice precedes framework by 33 years,2026-08-16
MRT,Mauritania,BCM,2021,2020-12-31,ib_regime,2.0,verified,high,"Banque Al Wava Mauritanienne Islamique (BAMIS), created 21.09.1985 as Banque Al Baraka Mauritanienne Islamique | bamis.mr/historique.php ; LEI 254900DMQ38P9RITTE36 entity creation date 1985-09-21",Practice precedes framework by 33 years,2026-08-16
MYS,Malaysia,National central bank,2011,2010-12-31,ib_legal_framework,1,verified,high,"Islamic Banking Act 1983 (Act 276), Royal Assent 09.03.1983, gazetted 10.03.1983 | islamicbankers.center/wp-content/uploads/2013/12/islamic-banking-act-1983.pdf . Repealed and replaced by the Islamic Financial Services Act 2013 (Act 759), in force 30.06.2013 per P.U.(B) 277/2013 | bnm.gov.my/-/financial-services-act-2013-and-islamic-financial-services-act-2013-come-into-force","CONFIRMED. Continuous dedicated framework across all four rounds: Act 276 covers 2010-12-31; IFSA 2013 came into force 30.06.2013, before the 2013-12-31 reference date, and covers 2014, 2017 and 2021. No gap.",2026-08-16
MYS,Malaysia,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,high,"Islamic Banking Act 1983 (Act 276), Royal Assent 09.03.1983, gazetted 10.03.1983 | islamicbankers.center/wp-content/uploads/2013/12/islamic-banking-act-1983.pdf . Repealed and replaced by the Islamic Financial Services Act 2013 (Act 759), in force 30.06.2013 per P.U.(B) 277/2013 | bnm.gov.my/-/financial-services-act-2013-and-islamic-financial-services-act-2013-come-into-force","CONFIRMED. Continuous dedicated framework across all four rounds: Act 276 covers 2010-12-31; IFSA 2013 came into force 30.06.2013, before the 2013-12-31 reference date, and covers 2014, 2017 and 2021. No gap.",2026-08-16
MYS,Malaysia,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"Islamic Banking Act 1983 (Act 276), Royal Assent 09.03.1983, gazetted 10.03.1983 | islamicbankers.center/wp-content/uploads/2013/12/islamic-banking-act-1983.pdf . Repealed and replaced by the Islamic Financial Services Act 2013 (Act 759), in force 30.06.2013 per P.U.(B) 277/2013 | bnm.gov.my/-/financial-services-act-2013-and-islamic-financial-services-act-2013-come-into-force","CONFIRMED. Continuous dedicated framework across all four rounds: Act 276 covers 2010-12-31; IFSA 2013 came into force 30.06.2013, before the 2013-12-31 reference date, and covers 2014, 2017 and 2021. No gap.",2026-08-16
MYS,Malaysia,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"Islamic Banking Act 1983 (Act 276), Royal Assent 09.03.1983, gazetted 10.03.1983 | islamicbankers.center/wp-content/uploads/2013/12/islamic-banking-act-1983.pdf . Repealed and replaced by the Islamic Financial Services Act 2013 (Act 759), in force 30.06.2013 per P.U.(B) 277/2013 | bnm.gov.my/-/financial-services-act-2013-and-islamic-financial-services-act-2013-come-into-force","CONFIRMED. Continuous dedicated framework across all four rounds: Act 276 covers 2010-12-31; IFSA 2013 came into force 30.06.2013, before the 2013-12-31 reference date, and covers 2014, 2017 and 2021. No gap.",2026-08-16
MYS,Malaysia,National central bank,2011,2010-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2013, Chart 1.1.1, p.22: Islamic banking share of total domestic banking assets = 18.8% (2012E). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
MYS,Malaysia,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24: Islamic banking share of total domestic banking assets = 21.9% (1H2014). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
MYS,Malaysia,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 24.7% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
MYS,Malaysia,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 31.5% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
NER,Niger,BCEAO,2011,2010-12-31,ib_legal_framework,0.0,verified,high,"BCEAO Instruction n°002-03-2018 du 21 mars 2018 relative aux dispositions particulieres applicables aux etablissements de credit exercant une activite de finance islamique. Art.20: entry into force on date of signature, 21.03.2018, Dakar, signed Tiemoko Meyliet Kone. Art.3: applies to all credit institutions in any UMOA member state. Art.4: two categories - exclusive Islamic credit institutions, and partial via a dedicated ""Branche islamique"" | bceao.int/sites/default/files/2018-05/Instruction 002-03-2018 dispositions particulieres FI applicables aux ETC-web.pdf","Full text verified. Regional instrument: identical value for all six UMOA economies. Companion texts: 003-03-2018 (SFD, same date), 004-05-2018 and 005-05-2018 (technical characteristics, 02.05.2018)",2026-08-16
NER,Niger,BCEAO,2014,2013-12-31,ib_legal_framework,0.0,verified,high,"BCEAO Instruction n°002-03-2018 du 21 mars 2018 relative aux dispositions particulieres applicables aux etablissements de credit exercant une activite de finance islamique. Art.20: entry into force on date of signature, 21.03.2018, Dakar, signed Tiemoko Meyliet Kone. Art.3: applies to all credit institutions in any UMOA member state. Art.4: two categories - exclusive Islamic credit institutions, and partial via a dedicated ""Branche islamique"" | bceao.int/sites/default/files/2018-05/Instruction 002-03-2018 dispositions particulieres FI applicables aux ETC-web.pdf","Full text verified. Regional instrument: identical value for all six UMOA economies. Companion texts: 003-03-2018 (SFD, same date), 004-05-2018 and 005-05-2018 (technical characteristics, 02.05.2018)",2026-08-16
NER,Niger,BCEAO,2017,2016-12-31,ib_legal_framework,0.0,verified,high,"BCEAO Instruction n°002-03-2018 du 21 mars 2018 relative aux dispositions particulieres applicables aux etablissements de credit exercant une activite de finance islamique. Art.20: entry into force on date of signature, 21.03.2018, Dakar, signed Tiemoko Meyliet Kone. Art.3: applies to all credit institutions in any UMOA member state. Art.4: two categories - exclusive Islamic credit institutions, and partial via a dedicated ""Branche islamique"" | bceao.int/sites/default/files/2018-05/Instruction 002-03-2018 dispositions particulieres FI applicables aux ETC-web.pdf","Full text verified. Regional instrument: identical value for all six UMOA economies. Companion texts: 003-03-2018 (SFD, same date), 004-05-2018 and 005-05-2018 (technical characteristics, 02.05.2018)",2026-08-16
NER,Niger,BCEAO,2021,2020-12-31,ib_legal_framework,1.0,verified,high,"BCEAO Instruction n°002-03-2018 du 21 mars 2018 relative aux dispositions particulieres applicables aux etablissements de credit exercant une activite de finance islamique. Art.20: entry into force on date of signature, 21.03.2018, Dakar, signed Tiemoko Meyliet Kone. Art.3: applies to all credit institutions in any UMOA member state. Art.4: two categories - exclusive Islamic credit institutions, and partial via a dedicated ""Branche islamique"" | bceao.int/sites/default/files/2018-05/Instruction 002-03-2018 dispositions particulieres FI applicables aux ETC-web.pdf","Full text verified. Regional instrument: identical value for all six UMOA economies. Companion texts: 003-03-2018 (SFD, same date), 004-05-2018 and 005-05-2018 (technical characteristics, 02.05.2018)",2026-08-16
NER,Niger,BCEAO,2011,2010-12-31,ib_regime,2.0,verified,high,"Banque Islamique du Niger, agrement n° H 0081 V du 03.06.1997 (listed as ""Banque Islamique du Niger pour le Commerce et l'Investissement"", BINCI, in the 2010 report). Rapport annuel 2010 de la Commission Bancaire de l'UMOA, Annexe - liste des etablissements de credit | cb-umoa.org/sites/default/files/2022-01/Rapport%20Annuel%202010%20de%20la%20Commission%20Bancaire.pdf",Present in the annexed list of credit institutions at every reference date,2026-08-16
NER,Niger,BCEAO,2014,2013-12-31,ib_regime,2.0,verified,high,"Banque Islamique du Niger, agrement n° H 0081 V du 03.06.1997 (listed as ""Banque Islamique du Niger pour le Commerce et l'Investissement"", BINCI, in the 2010 report). Rapport annuel 2013 de la Commission Bancaire de l'UMOA, Annexe | cb-umoa.org/sites/default/files/2025-02/Rapport%20Annuel%202013%20de%20la%20Commission%20Bancaire_compressed.pdf",Present in the annexed list of credit institutions at every reference date,2026-08-16
NER,Niger,BCEAO,2017,2016-12-31,ib_regime,2.0,verified,high,"Banque Islamique du Niger, agrement n° H 0081 V du 03.06.1997 (listed as ""Banque Islamique du Niger pour le Commerce et l'Investissement"", BINCI, in the 2010 report). Rapport annuel 2016 de la Commission Bancaire de l'UMOA, Annexe II | cb-umoa.org/sites/default/files/2022-01/Rapport%20Annuel%202016%20de%20la%20Commission%20Bancaire.pdf",Present in the annexed list of credit institutions at every reference date,2026-08-16
NER,Niger,BCEAO,2021,2020-12-31,ib_regime,2.0,verified,high,"Banque Islamique du Niger, agrement n° H 0081 V du 03.06.1997 (listed as ""Banque Islamique du Niger pour le Commerce et l'Investissement"", BINCI, in the 2010 report). Rapport annuel 2020 de la Commission Bancaire de l'UMOA, Annexe II.1.1 Liste des etablissements de credit | cb-umoa.org/sites/default/files/2022-01/Rapport%20annuel%202020%20de%20la%20Commission%20Bancaire.pdf",Present in the annexed list of credit institutions at every reference date,2026-08-16
NGA,Nigeria,National central bank,2011,2010-12-31,ib_legal_framework,0,verified,high,"CBN, Framework for the Regulation and Supervision of Institutions Offering Non-Interest Financial Services in Nigeria, issued 13.01.2011 and re-issued 21.06.2011 (Circular FPR/DIR/CIR/GEN/01/010); Guidelines PDF dated 20.06.2011 | cbn.gov.ng/OUT/2011/CIRCULARS/FPR/NON-INTEREST%20BANKING%20GUIDELINES%20JUNE%2020%202011.PDF ; mondaq.com/nigeria/islamic-finance/307646/investigating-islamic-finance-in-nigeria . Prior text was an exposure draft only: CBN Draft Framework for the Regulation and Supervision of Non-Interest Banking, Circular BSD/Dir/NIB/01/008, published 04.03.2009 | cbn.gov.ng/out/circulars/bsd/2009/the%20draft%20framework%20for%20the%20regulation%20and%20supervision%20of%20non-interest%20banks%20(nibs)%20in%20nigeria.pdf","CONFIRMED - IN-WINDOW CHANGE. At 2010-12-31 only the March 2009 exposure draft existed, which was not in force; the operative framework was issued 13.01.2011. Hence 0 for 2011 and 1 for 2014, 2017 and 2021. Section 61/66 BOFIA 1991 provides only for a 'profit and loss sharing bank', an enabling provision in a general banking statute, which is the Guinea threshold under D-35 and does not lift the 2011 cell.",2026-08-16
NGA,Nigeria,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,high,"CBN, Framework for the Regulation and Supervision of Institutions Offering Non-Interest Financial Services in Nigeria, issued 13.01.2011 and re-issued 21.06.2011 (Circular FPR/DIR/CIR/GEN/01/010); Guidelines PDF dated 20.06.2011 | cbn.gov.ng/OUT/2011/CIRCULARS/FPR/NON-INTEREST%20BANKING%20GUIDELINES%20JUNE%2020%202011.PDF ; mondaq.com/nigeria/islamic-finance/307646/investigating-islamic-finance-in-nigeria . Prior text was an exposure draft only: CBN Draft Framework for the Regulation and Supervision of Non-Interest Banking, Circular BSD/Dir/NIB/01/008, published 04.03.2009 | cbn.gov.ng/out/circulars/bsd/2009/the%20draft%20framework%20for%20the%20regulation%20and%20supervision%20of%20non-interest%20banks%20(nibs)%20in%20nigeria.pdf","CONFIRMED - IN-WINDOW CHANGE. At 2010-12-31 only the March 2009 exposure draft existed, which was not in force; the operative framework was issued 13.01.2011. Hence 0 for 2011 and 1 for 2014, 2017 and 2021. Section 61/66 BOFIA 1991 provides only for a 'profit and loss sharing bank', an enabling provision in a general banking statute, which is the Guinea threshold under D-35 and does not lift the 2011 cell.",2026-08-16
NGA,Nigeria,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"CBN, Framework for the Regulation and Supervision of Institutions Offering Non-Interest Financial Services in Nigeria, issued 13.01.2011 and re-issued 21.06.2011 (Circular FPR/DIR/CIR/GEN/01/010); Guidelines PDF dated 20.06.2011 | cbn.gov.ng/OUT/2011/CIRCULARS/FPR/NON-INTEREST%20BANKING%20GUIDELINES%20JUNE%2020%202011.PDF ; mondaq.com/nigeria/islamic-finance/307646/investigating-islamic-finance-in-nigeria . Prior text was an exposure draft only: CBN Draft Framework for the Regulation and Supervision of Non-Interest Banking, Circular BSD/Dir/NIB/01/008, published 04.03.2009 | cbn.gov.ng/out/circulars/bsd/2009/the%20draft%20framework%20for%20the%20regulation%20and%20supervision%20of%20non-interest%20banks%20(nibs)%20in%20nigeria.pdf","CONFIRMED - IN-WINDOW CHANGE. At 2010-12-31 only the March 2009 exposure draft existed, which was not in force; the operative framework was issued 13.01.2011. Hence 0 for 2011 and 1 for 2014, 2017 and 2021. Section 61/66 BOFIA 1991 provides only for a 'profit and loss sharing bank', an enabling provision in a general banking statute, which is the Guinea threshold under D-35 and does not lift the 2011 cell.",2026-08-16
NGA,Nigeria,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"CBN, Framework for the Regulation and Supervision of Institutions Offering Non-Interest Financial Services in Nigeria, issued 13.01.2011 and re-issued 21.06.2011 (Circular FPR/DIR/CIR/GEN/01/010); Guidelines PDF dated 20.06.2011 | cbn.gov.ng/OUT/2011/CIRCULARS/FPR/NON-INTEREST%20BANKING%20GUIDELINES%20JUNE%2020%202011.PDF ; mondaq.com/nigeria/islamic-finance/307646/investigating-islamic-finance-in-nigeria . Prior text was an exposure draft only: CBN Draft Framework for the Regulation and Supervision of Non-Interest Banking, Circular BSD/Dir/NIB/01/008, published 04.03.2009 | cbn.gov.ng/out/circulars/bsd/2009/the%20draft%20framework%20for%20the%20regulation%20and%20supervision%20of%20non-interest%20banks%20(nibs)%20in%20nigeria.pdf","CONFIRMED - IN-WINDOW CHANGE. At 2010-12-31 only the March 2009 exposure draft existed, which was not in force; the operative framework was issued 13.01.2011. Hence 0 for 2011 and 1 for 2014, 2017 and 2021. Section 61/66 BOFIA 1991 provides only for a 'profit and loss sharing bank', an enabling provision in a general banking statute, which is the Guinea threshold under D-35 and does not lift the 2011 cell.",2026-08-16
NGA,Nigeria,National central bank,2011,2010-12-31,ib_regime,0,verified,medium,"No licensed non-interest financial institution at the reference date: the CBN framework was issued 13.01.2011, Jaiz received its Approval-in-Principle in June 2011 and its regional banking licence on 11.11.2011, and Stanbic IBTC's Islamic window was licensed in July 2011 | cbn.gov.ng/Out/2015/MPD/UNDERSTANDING%20MONETARY%20POLICY%20SERIES%20NO%2016.pdf ; mondaq.com/nigeria/islamic-finance/307646/investigating-islamic-finance-in-nigeria ; en.wikipedia.org/wiki/Jaiz_Bank","AMBIGUITY RECORDED, CONSERVATIVE CODE. Habib Nigeria Bank operated a non-interest window from 1996/1999, but it was discontinued for want of a regulatory framework and the bank had become Bank PHB by 2005. Nigeria had no dedicated window licensing before 2011, so value 1 is unobservable at this date (the codebook blind spot) and rule 7 gives the lower value, 0. Confidence medium.",2026-08-16
NGA,Nigeria,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"Jaiz Bank licensed by the CBN as a regional non-interest bank on 11.11.2011, commenced operations January 2012; Stanbic IBTC Islamic window licensed July 2011; Sterling Bank window 2013 | en.wikipedia.org/wiki/Jaiz_Bank ; mondaq.com/nigeria/islamic-finance/307646/investigating-islamic-finance-in-nigeria ; cbn.gov.ng/Out/2015/MPD/UNDERSTANDING%20MONETARY%20POLICY%20SERIES%20NO%2016.pdf",Standalone licensed non-interest bank present at the reference date.,2026-08-16
NGA,Nigeria,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 0.4% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
NGA,Nigeria,National central bank,2021,2020-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2022, Chart 1.2.1, p.25: Islamic banking share of total domestic banking assets = 0.8% (2021). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
PAK,Pakistan,National central bank,2011,2010-12-31,ib_legal_framework,1,verified,high,"State Bank of Pakistan, BPD Circular No. 01 of 01.01.2003 'Policies for Promotion of Islamic Banking' | sbp.org.pk/bpd/2003/C1.htm ; IBD Circular No. 02 of 29.04.2004, Annexures I and III (detailed criteria for scheduled Islamic commercial banks and guidelines for stand-alone Islamic branches) | sbp.org.pk/ibd/2004/cir02.htm ; IBD Circular No. 02 of 2008 'Instructions and Guidelines for Shariah Compliance' | sbp.org.pk/circulars/ibd-circular-no-02-of-2008 ; IBD Circular No. 03 of 2014 (Shariah Governance Framework)","CONFIRMED. A dedicated central bank regulatory suite for Islamic banking has been in force continuously since 2003, before the earliest reference date, so all four rounds are 1. The underlying enabling amendment to the Banking Companies Ordinance 1962 (gazetted 04.11.2002) would be 0 on its own, but the SBP circulars are dedicated instruments in their own right.",2026-08-16
PAK,Pakistan,National central bank,2014,2013-12-31,ib_legal_framework,1,verified,high,"State Bank of Pakistan, BPD Circular No. 01 of 01.01.2003 'Policies for Promotion of Islamic Banking' | sbp.org.pk/bpd/2003/C1.htm ; IBD Circular No. 02 of 29.04.2004, Annexures I and III (detailed criteria for scheduled Islamic commercial banks and guidelines for stand-alone Islamic branches) | sbp.org.pk/ibd/2004/cir02.htm ; IBD Circular No. 02 of 2008 'Instructions and Guidelines for Shariah Compliance' | sbp.org.pk/circulars/ibd-circular-no-02-of-2008 ; IBD Circular No. 03 of 2014 (Shariah Governance Framework)","CONFIRMED. A dedicated central bank regulatory suite for Islamic banking has been in force continuously since 2003, before the earliest reference date, so all four rounds are 1. The underlying enabling amendment to the Banking Companies Ordinance 1962 (gazetted 04.11.2002) would be 0 on its own, but the SBP circulars are dedicated instruments in their own right.",2026-08-16
PAK,Pakistan,National central bank,2017,2016-12-31,ib_legal_framework,1,verified,high,"State Bank of Pakistan, BPD Circular No. 01 of 01.01.2003 'Policies for Promotion of Islamic Banking' | sbp.org.pk/bpd/2003/C1.htm ; IBD Circular No. 02 of 29.04.2004, Annexures I and III (detailed criteria for scheduled Islamic commercial banks and guidelines for stand-alone Islamic branches) | sbp.org.pk/ibd/2004/cir02.htm ; IBD Circular No. 02 of 2008 'Instructions and Guidelines for Shariah Compliance' | sbp.org.pk/circulars/ibd-circular-no-02-of-2008 ; IBD Circular No. 03 of 2014 (Shariah Governance Framework)","CONFIRMED. A dedicated central bank regulatory suite for Islamic banking has been in force continuously since 2003, before the earliest reference date, so all four rounds are 1. The underlying enabling amendment to the Banking Companies Ordinance 1962 (gazetted 04.11.2002) would be 0 on its own, but the SBP circulars are dedicated instruments in their own right.",2026-08-16
PAK,Pakistan,National central bank,2021,2020-12-31,ib_legal_framework,1,verified,high,"State Bank of Pakistan, BPD Circular No. 01 of 01.01.2003 'Policies for Promotion of Islamic Banking' | sbp.org.pk/bpd/2003/C1.htm ; IBD Circular No. 02 of 29.04.2004, Annexures I and III (detailed criteria for scheduled Islamic commercial banks and guidelines for stand-alone Islamic branches) | sbp.org.pk/ibd/2004/cir02.htm ; IBD Circular No. 02 of 2008 'Instructions and Guidelines for Shariah Compliance' | sbp.org.pk/circulars/ibd-circular-no-02-of-2008 ; IBD Circular No. 03 of 2014 (Shariah Governance Framework)","CONFIRMED. A dedicated central bank regulatory suite for Islamic banking has been in force continuously since 2003, before the earliest reference date, so all four rounds are 1. The underlying enabling amendment to the Banking Companies Ordinance 1962 (gazetted 04.11.2002) would be 0 on its own, but the SBP circulars are dedicated instruments in their own right.",2026-08-16
PAK,Pakistan,National central bank,2011,2010-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2013, Chart 1.1.1, p.22: Islamic banking share of total domestic banking assets = 4.9% (2012E). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
PAK,Pakistan,National central bank,2014,2013-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2015, Chart 1.1.1.3, p.24: Islamic banking share of total domestic banking assets = 9.8% (1H2014). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
PAK,Pakistan,National central bank,2017,2016-12-31,ib_regime,2,verified,high,"IFSB, IFSI Stability Report 2018, Chart 1.1.2, p.28: Islamic banking share of total domestic banking assets = 11.5% (1H2017). A measurable share of domestic banking assets cannot exist without licensed Islamic banks.",,2026-08-16
